"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Affiliations","Authors with affiliations","EID"
"Pouralkhas M.; Kordjazi M.; Ojagh S.M.; Farsani O.A.","Pouralkhas, Mohsen (58236763900); Kordjazi, Moazemeh (49461427600); Ojagh, Seyed Mahdi (35305609800); Farsani, Omid Asadi (58237487700)","58236763900; 49461427600; 35305609800; 58237487700","Physicochemical and functional characterization of gelatin edible film incorporated with fucoidan isolated from Sargassum tenerrimum","2023","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158122079&doi=10.1002%2ffsn3.3402&partnerID=40&md5=94e75786693a0bdffb77c9084d24ed4a","Department of Fisheries, Faculty of Fisheries and the Environment, Gorgan University of Agricultural Sciences and Natural Resources, Gorgan, Iran","Pouralkhas M., Department of Fisheries, Faculty of Fisheries and the Environment, Gorgan University of Agricultural Sciences and Natural Resources, Gorgan, Iran; Kordjazi M., Department of Fisheries, Faculty of Fisheries and the Environment, Gorgan University of Agricultural Sciences and Natural Resources, Gorgan, Iran; Ojagh S.M., Department of Fisheries, Faculty of Fisheries and the Environment, Gorgan University of Agricultural Sciences and Natural Resources, Gorgan, Iran; Farsani O.A., Department of Fisheries, Faculty of Fisheries and the Environment, Gorgan University of Agricultural Sciences and Natural Resources, Gorgan, Iran","2-s2.0-85158122079"
"Chaudhari A.K.; Das S.; Dwivedi A.; Dubey N.K.","Chaudhari, Anand Kumar (57200965795); Das, Somenath (57200964800); Dwivedi, Awanindra (58667850200); Dubey, Nawal Kishore (7006062211)","57200965795; 57200964800; 58667850200; 7006062211","Application of chitosan and other biopolymers based edible coatings containing essential oils as green and innovative strategy for preservation of perishable food products: A review","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175071025&doi=10.1016%2fj.ijbiomac.2023.127688&partnerID=40&md5=39760f18ee7e0754a57404a6d9eb9d2e","Department of Botany, Rajkiya Mahila Snatkottar Mahavidyalaya, Uttar Pradesh, Ghazipur, 233001, India; Department of Botany, Burdwan Raj College, West Bengal, Purba Bardhaman, 713104, India; National Centre for Disease Control, Ministry of Health and Family Welfare, New Delhi, 110054, India; Laboratory of Herbal Pesticides, Centre of Advanced Study (CAS) in Botany, Institute of Science, Banaras Hindu University, Varanasi, 221005, India","Chaudhari A.K., Department of Botany, Rajkiya Mahila Snatkottar Mahavidyalaya, Uttar Pradesh, Ghazipur, 233001, India; Das S., Department of Botany, Burdwan Raj College, West Bengal, Purba Bardhaman, 713104, India; Dwivedi A., National Centre for Disease Control, Ministry of Health and Family Welfare, New Delhi, 110054, India; Dubey N.K., Laboratory of Herbal Pesticides, Centre of Advanced Study (CAS) in Botany, Institute of Science, Banaras Hindu University, Varanasi, 221005, India","2-s2.0-85175071025"
"Shahdadi F.; Faryabi M.; Khan H.; Sardoei A.S.; Fazeli-Nasab B.; Goh B.H.; Goh K.W.; Tan C.S.","Shahdadi, Fatemeh (56040106700); Faryabi, Maliheh (58360882000); Khan, Haroon (14521310700); Sardoei, Ali Salehi (56896100900); Fazeli-Nasab, Bahman (57194506922); Goh, Bey Hing (36441148500); Goh, Khang Wen (57210704305); Tan, Ching Siang (58506512400)","56040106700; 58360882000; 14521310700; 56896100900; 57194506922; 36441148500; 57210704305; 58506512400","Mentha longifolia Essential Oil and Pulegone in Edible Coatings of Alginate and Chitosan: Effects on Pathogenic Bacteria in Lactic Cheese","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163095145&doi=10.3390%2fmolecules28114554&partnerID=40&md5=65c51049f68953b35e94caf9620917c5","Food Science and Technology Department, Faculty of Agriculture, University of Jiroft, Jiroft, 7867155311, Iran; Faculty of Basic Sciences, Jiroft Branch, Islamic Azad University, Jirof, 5716963896, Iran; Department of Pharmacy, Abdul Wali Khan University Mardan, Mardan, 23200, Pakistan; Faculty of Plant Production, Gorgan University of Agricultural Sciences and Natural Resources, Gorgan, 4918943464, Iran; Department of Agronomy and Plant Breeding, Agriculture Institute, Research Institute of Zabol, Zabol, 9861335856, Iran; Department of Biotechnology and Plant Breeding, Faculty of Agriculture, Ferdowsi University of Mashhad, Mashhad, 9177948978, Iran; School of Pharmacy, Monash University Malaysia, Bandar Sunway, 47500, Malaysia; College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, 310058, China; Faculty of Data Science and Information Technology, INTI International University, Nilai, 71800, Malaysia; School of Pharmacy, KPJ Healthcare University College, Nilai, 71800, Malaysia","Shahdadi F., Food Science and Technology Department, Faculty of Agriculture, University of Jiroft, Jiroft, 7867155311, Iran; Faryabi M., Faculty of Basic Sciences, Jiroft Branch, Islamic Azad University, Jirof, 5716963896, Iran; Khan H., Department of Pharmacy, Abdul Wali Khan University Mardan, Mardan, 23200, Pakistan; Sardoei A.S., Faculty of Plant Production, Gorgan University of Agricultural Sciences and Natural Resources, Gorgan, 4918943464, Iran; Fazeli-Nasab B., Department of Agronomy and Plant Breeding, Agriculture Institute, Research Institute of Zabol, Zabol, 9861335856, Iran, Department of Biotechnology and Plant Breeding, Faculty of Agriculture, Ferdowsi University of Mashhad, Mashhad, 9177948978, Iran; Goh B.H., School of Pharmacy, Monash University Malaysia, Bandar Sunway, 47500, Malaysia, College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, 310058, China; Goh K.W., Faculty of Data Science and Information Technology, INTI International University, Nilai, 71800, Malaysia; Tan C.S., School of Pharmacy, KPJ Healthcare University College, Nilai, 71800, Malaysia","2-s2.0-85163095145"
"Lv Y.; Deng Y.; Wang M.; Li C.; Xie P.; Sun B.; Yang X.; Lang Y.","Lv, Yifei (58513480600); Deng, Yuzhen (57219159776); Wang, Mingru (58144930500); Li, Cuiping (57222163847); Xie, Peng (57212430725); Sun, Baozhong (55303342000); Yang, Xiaoxi (57219008902); Lang, Yumiao (56531555000)","58513480600; 57219159776; 58144930500; 57222163847; 57212430725; 55303342000; 57219008902; 56531555000","Effect of chitosan-gelatine edible coating containing nano-encapsulated clove ethanol extract on cold storage of chilled pork","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166248072&doi=10.1016%2fj.meatsci.2023.109288&partnerID=40&md5=93bac8dd62474b25785b745a02e5f91d","Key Laboratory of Public Health Safety of Hebei Province, College of Public Health, Hebei University, No. 180 Wusidong Road, Baoding, 071002, China; Institute of Animal Science, Chinese Academy of Agricultural Sciences, No. 2 Yuanmingyuan West Road, Beijing, 100080, China","Lv Y., Key Laboratory of Public Health Safety of Hebei Province, College of Public Health, Hebei University, No. 180 Wusidong Road, Baoding, 071002, China; Deng Y., Key Laboratory of Public Health Safety of Hebei Province, College of Public Health, Hebei University, No. 180 Wusidong Road, Baoding, 071002, China; Wang M., Key Laboratory of Public Health Safety of Hebei Province, College of Public Health, Hebei University, No. 180 Wusidong Road, Baoding, 071002, China; Li C., Key Laboratory of Public Health Safety of Hebei Province, College of Public Health, Hebei University, No. 180 Wusidong Road, Baoding, 071002, China; Xie P., Institute of Animal Science, Chinese Academy of Agricultural Sciences, No. 2 Yuanmingyuan West Road, Beijing, 100080, China; Sun B., Institute of Animal Science, Chinese Academy of Agricultural Sciences, No. 2 Yuanmingyuan West Road, Beijing, 100080, China; Yang X., Key Laboratory of Public Health Safety of Hebei Province, College of Public Health, Hebei University, No. 180 Wusidong Road, Baoding, 071002, China; Lang Y., Key Laboratory of Public Health Safety of Hebei Province, College of Public Health, Hebei University, No. 180 Wusidong Road, Baoding, 071002, China","2-s2.0-85166248072"
"Ayad Shamsallah A.; Omer Rashid S.","Ayad Shamsallah, Azhin (58763664800); Omer Rashid, Srood (57819107200)","58763664800; 57819107200","Development in gelatin-matrix composite films: The incorporation of vitamin C adducts enhances the optical behaviors of gelatin films†","2024","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179755321&doi=10.1016%2fj.arabjc.2023.105541&partnerID=40&md5=49319ba2696ff9050097499cd6d155ea","Department of Chemistry, College of Science, University of Sulaimani, Kurdistan Regional Government, Sulaimani, Iraq","Ayad Shamsallah A., Department of Chemistry, College of Science, University of Sulaimani, Kurdistan Regional Government, Sulaimani, Iraq; Omer Rashid S., Department of Chemistry, College of Science, University of Sulaimani, Kurdistan Regional Government, Sulaimani, Iraq","2-s2.0-85179755321"
"Nabeel Ahmad H.; Yong Y.; Wang S.; Munawar N.; Zhu J.","Nabeel Ahmad, Hafiz (58798988700); Yong, Yueyuan (58241588500); Wang, Shancan (57444858200); Munawar, Noshaba (58477414500); Zhu, Jie (55907203300)","58798988700; 58241588500; 57444858200; 58477414500; 55907203300","Development of novel carboxymethyl cellulose/gelatin-based edible films with pomegranate peel extract as antibacterial/antioxidant agents for beef preservation","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184137671&doi=10.1016%2fj.foodchem.2024.138511&partnerID=40&md5=a6e5ccd69b78375a2c7d39c350a82028","Laboratory of Agricultural and Food Biophysics, Institute of Biophysics, College of Science, Northwest A&F University, Shaanxi, Yangling, 712100, China; Laboratory of Muscle Biology and Meat Science, National Beef Cattle Improvement Center, College of Animal Science and Technology, Northwest A&F University, Shaanxi, Yangling, 712100, China; Laboratory of Meat Quality Analysis and Products Development, Ningxia Xihaigu Institute of High-end Cattle Industry, Haiyuan Hairun Agricultural Company, Ningxia, Haiyuan, 755299, China","Nabeel Ahmad H., Laboratory of Agricultural and Food Biophysics, Institute of Biophysics, College of Science, Northwest A&F University, Shaanxi, Yangling, 712100, China, Laboratory of Muscle Biology and Meat Science, National Beef Cattle Improvement Center, College of Animal Science and Technology, Northwest A&F University, Shaanxi, Yangling, 712100, China; Yong Y., Laboratory of Agricultural and Food Biophysics, Institute of Biophysics, College of Science, Northwest A&F University, Shaanxi, Yangling, 712100, China, Laboratory of Muscle Biology and Meat Science, National Beef Cattle Improvement Center, College of Animal Science and Technology, Northwest A&F University, Shaanxi, Yangling, 712100, China; Wang S., Laboratory of Agricultural and Food Biophysics, Institute of Biophysics, College of Science, Northwest A&F University, Shaanxi, Yangling, 712100, China, Laboratory of Muscle Biology and Meat Science, National Beef Cattle Improvement Center, College of Animal Science and Technology, Northwest A&F University, Shaanxi, Yangling, 712100, China; Munawar N., Laboratory of Agricultural and Food Biophysics, Institute of Biophysics, College of Science, Northwest A&F University, Shaanxi, Yangling, 712100, China, Laboratory of Muscle Biology and Meat Science, National Beef Cattle Improvement Center, College of Animal Science and Technology, Northwest A&F University, Shaanxi, Yangling, 712100, China; Zhu J., Laboratory of Agricultural and Food Biophysics, Institute of Biophysics, College of Science, Northwest A&F University, Shaanxi, Yangling, 712100, China, Laboratory of Muscle Biology and Meat Science, National Beef Cattle Improvement Center, College of Animal Science and Technology, Northwest A&F University, Shaanxi, Yangling, 712100, China, Laboratory of Meat Quality Analysis and Products Development, Ningxia Xihaigu Institute of High-end Cattle Industry, Haiyuan Hairun Agricultural Company, Ningxia, Haiyuan, 755299, China","2-s2.0-85184137671"
"Bhatia S.; Shah Y.A.; Al-Harrasi A.; Jawad M.; Koca E.; Aydemir L.Y.","Bhatia, Saurabh (58783638500); Shah, Yasir Abbas (57793820400); Al-Harrasi, Ahmed (6506093146); Jawad, Muhammad (55648773200); Koca, Esra (58135041800); Aydemir, Levent Yurdaer (53879441600)","58783638500; 57793820400; 6506093146; 55648773200; 58135041800; 53879441600","Novel applications of black pepper essential oil as an antioxidant agent in sodium caseinate and chitosan based active edible films","2024","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181751489&doi=10.1016%2fj.ijbiomac.2023.128045&partnerID=40&md5=f7d3d69aaea83db50a5aa4b2f32b9d1e","Natural and Medical Sciences Research Center, University of Nizwa, P.O. Box 33, Nizwa, Birkat Al Mauz, 616, Oman; School of Health Science, University of Petroleum and Energy Studies, Dehradun, 248007, India; Saveetha Institute of Medical and Technical Sciences, Saveetha University, Chennai, 600077, India; Department of Food Engineering, Faculty of Engineering, Adana Alparslan Turkes Science and Technology University, Adana, 01250, Turkey","Bhatia S., Natural and Medical Sciences Research Center, University of Nizwa, P.O. Box 33, Nizwa, Birkat Al Mauz, 616, Oman, School of Health Science, University of Petroleum and Energy Studies, Dehradun, 248007, India, Saveetha Institute of Medical and Technical Sciences, Saveetha University, Chennai, 600077, India; Shah Y.A., Natural and Medical Sciences Research Center, University of Nizwa, P.O. Box 33, Nizwa, Birkat Al Mauz, 616, Oman; Al-Harrasi A., Natural and Medical Sciences Research Center, University of Nizwa, P.O. Box 33, Nizwa, Birkat Al Mauz, 616, Oman; Jawad M., Natural and Medical Sciences Research Center, University of Nizwa, P.O. Box 33, Nizwa, Birkat Al Mauz, 616, Oman; Koca E., Department of Food Engineering, Faculty of Engineering, Adana Alparslan Turkes Science and Technology University, Adana, 01250, Turkey; Aydemir L.Y., Department of Food Engineering, Faculty of Engineering, Adana Alparslan Turkes Science and Technology University, Adana, 01250, Turkey","2-s2.0-85181751489"
"Karkar B.; Şahin S.; Bekiz D.; Akça B.; Özakın C.","Karkar, Büşra (57208795183); Şahin, Saliha (15027401600); Bekiz, Dilara (58284051700); Akça, Bekir (57614868300); Özakın, Cüneyt (57200678942)","57208795183; 15027401600; 58284051700; 57614868300; 57200678942","Evaluation of antioxidant films of chitosan with Aquilaria agallocha extract as packaging material","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159885843&doi=10.1111%2f1750-3841.16613&partnerID=40&md5=15fba3d87560d1f6b94a9a3ec73aaac9","Faculty of Science and Arts, Department of Chemistry, University of Bursa Uludag, Bursa, Turkey; Bilfen Bursa High School, Mudanya, Bursa, Turkey; Medical School, Department of Medical Microbiology, University of Bursa Uludag, Bursa, Turkey","Karkar B., Faculty of Science and Arts, Department of Chemistry, University of Bursa Uludag, Bursa, Turkey; Şahin S., Faculty of Science and Arts, Department of Chemistry, University of Bursa Uludag, Bursa, Turkey; Bekiz D., Bilfen Bursa High School, Mudanya, Bursa, Turkey; Akça B., Medical School, Department of Medical Microbiology, University of Bursa Uludag, Bursa, Turkey; Özakın C., Medical School, Department of Medical Microbiology, University of Bursa Uludag, Bursa, Turkey","2-s2.0-85159885843"
"Phuong N.T.H.; Koga A.; Nkede F.N.; Tanaka F.; Tanaka F.","Phuong, Nguyen Thi Hang (57464036800); Koga, Arisa (57266207300); Nkede, Francis Ngwane (58157433000); Tanaka, Fumina (56297667700); Tanaka, Fumihiko (57195377796)","57464036800; 57266207300; 58157433000; 56297667700; 57195377796","Application of edible coatings composed of chitosan and tea seed oil for quality improvement of strawberries and visualization of internal structure changes using X-ray computed tomography","2023","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161722586&doi=10.1016%2fj.porgcoat.2023.107730&partnerID=40&md5=13c8f7a285ff121ce7bb2ea796edcc45","Graduate School of Bioresource and Bioenvironmental Sciences, Kyushu University, 744, Motooka, Nishi-ku, Fukuoka-shi, Fukuoka, 819-0395, Japan; Department of Food Technology, Faculty of Agriculture and Food Technology, Tien Giang University, 119 Ap Bac, My Tho city, Viet Nam; Division of Bio-production Environmental Sciences, Department of Agro-environmental Sciences, Faculty of Agriculture, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka shi, Fukuoka, 819-0395, Japan","Phuong N.T.H., Graduate School of Bioresource and Bioenvironmental Sciences, Kyushu University, 744, Motooka, Nishi-ku, Fukuoka-shi, Fukuoka, 819-0395, Japan, Department of Food Technology, Faculty of Agriculture and Food Technology, Tien Giang University, 119 Ap Bac, My Tho city, Viet Nam; Koga A., Graduate School of Bioresource and Bioenvironmental Sciences, Kyushu University, 744, Motooka, Nishi-ku, Fukuoka-shi, Fukuoka, 819-0395, Japan; Nkede F.N., Graduate School of Bioresource and Bioenvironmental Sciences, Kyushu University, 744, Motooka, Nishi-ku, Fukuoka-shi, Fukuoka, 819-0395, Japan; Tanaka F., Division of Bio-production Environmental Sciences, Department of Agro-environmental Sciences, Faculty of Agriculture, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka shi, Fukuoka, 819-0395, Japan; Tanaka F., Division of Bio-production Environmental Sciences, Department of Agro-environmental Sciences, Faculty of Agriculture, Kyushu University, 744 Motooka, Nishi-ku, Fukuoka shi, Fukuoka, 819-0395, Japan","2-s2.0-85161722586"
"Ratna R.; Aprilia S.; Arahman N.; Munawar A.A.","Ratna, Ratna (57207890186); Aprilia, Sri (55734483800); Arahman, Nasrul (25640944900); Munawar, Agus Arip (56515099300)","57207890186; 55734483800; 25640944900; 56515099300","Effect of edible film gelatin nano-biocomposite packaging and storage temperature on the store quality of strawberry (Fragaria x ananassa var.duchesne)","2023","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179072094&doi=10.1016%2fj.fufo.2023.100276&partnerID=40&md5=b4c456f2586854abc1ace3dbd7468070","Department of Agricultural Engineering, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia; Doctoral Program, School of Engineering, Post Graduate Program, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia; Department of Chemical Engineering, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia; Graduate School of Environmental Management, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia; Research Center for Environmental and Natural Resources, Universitas Syiah Kuala, Jl. Hamzah Fansuri, No. 4, Darussalam, Banda Aceh, 23111, Indonesia; Atsiri Research Center, Universitas Syiah Kuala, Jl. Syeh A. Rauf, Darussalam, Banda Aceh, 23111, Indonesia","Ratna R., Department of Agricultural Engineering, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia, Doctoral Program, School of Engineering, Post Graduate Program, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia; Aprilia S., Doctoral Program, School of Engineering, Post Graduate Program, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia, Department of Chemical Engineering, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia; Arahman N., Doctoral Program, School of Engineering, Post Graduate Program, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia, Department of Chemical Engineering, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia, Graduate School of Environmental Management, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia, Research Center for Environmental and Natural Resources, Universitas Syiah Kuala, Jl. Hamzah Fansuri, No. 4, Darussalam, Banda Aceh, 23111, Indonesia, Atsiri Research Center, Universitas Syiah Kuala, Jl. Syeh A. Rauf, Darussalam, Banda Aceh, 23111, Indonesia; Munawar A.A., Doctoral Program, School of Engineering, Post Graduate Program, Universitas Syiah Kuala, Darussalam, Banda Aceh, 23111, Indonesia","2-s2.0-85179072094"
"Giosafatto C.V.L.; Porta R.","Giosafatto, C. Valeria L. (8258189800); Porta, Raffaele (8378384300)","8258189800; 8378384300","Advanced Biomaterials for Food Edible Coatings","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163926146&doi=10.3390%2fijms24129929&partnerID=40&md5=6f390efed070b0bbf2be06cfbecc8ebe","Department of Chemical Sciences, University of Naples Federico II, Via Cynthia, Naples, 80126, Italy","Giosafatto C.V.L., Department of Chemical Sciences, University of Naples Federico II, Via Cynthia, Naples, 80126, Italy; Porta R., Department of Chemical Sciences, University of Naples Federico II, Via Cynthia, Naples, 80126, Italy","2-s2.0-85163926146"
"Janowicz M.; Kadzińska J.; Bryś J.; Ciurzyńska A.; Karwacka M.; Galus S.","Janowicz, Monika (25822575400); Kadzińska, Justyna (56717686700); Bryś, Joanna (53980962300); Ciurzyńska, Agnieszka (47561153100); Karwacka, Magdalena (57218624627); Galus, Sabina (51061033000)","25822575400; 56717686700; 53980962300; 47561153100; 57218624627; 51061033000","Physical and Chemical Properties of Vegetable Films Based on Pumpkin Purée and Biopolymers of Plant and Animal Origin","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163844403&doi=10.3390%2fmolecules28124626&partnerID=40&md5=e03ab7dd98414df500b69c49b48ea89a","Department of Food Engineering and Process Management, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland; Division of Organic and Food Chemistry, Department of Chemistry, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland","Janowicz M., Department of Food Engineering and Process Management, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland; Kadzińska J., Department of Food Engineering and Process Management, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland; Bryś J., Division of Organic and Food Chemistry, Department of Chemistry, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland; Ciurzyńska A., Department of Food Engineering and Process Management, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland; Karwacka M., Department of Food Engineering and Process Management, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland; Galus S., Department of Food Engineering and Process Management, Institute of Food Sciences, Warsaw University of Life Sciences—SGGW, 159c Nowoursynowska St, Warsaw, 02-776, Poland","2-s2.0-85163844403"
"Li Y.; Guo L.; Yi X.; Xu Q.; Zhang Q.; Zhou Y.; Li X.; Chen B.; Zhao N.; Pan W.; He Y.; Cao P.; Pan Y.; Chen J.","Li, Yuan (58512850800); Guo, Liang (57194211327); Yi, Xiaohan (58090696400); Xu, Qixuan (57338094300); Zhang, Qiao (58513095000); Zhou, Yanxin (58511881400); Li, Xiaoyan (58611867900); Chen, Bin (58730082300); Zhao, Ningwei (36103752300); Pan, Wei (58513095100); He, Yibo (58475907100); Cao, Peng (57813018600); Pan, Yang (36104554900); Chen, Jing (57208636086)","58512850800; 57194211327; 58090696400; 57338094300; 58513095000; 58511881400; 58611867900; 58730082300; 36103752300; 58513095100; 58475907100; 57813018600; 36104554900; 57208636086","Fabrication and characterization of Plumula nelumbinis extract loaded gelatin/zein films (PNE@GZF) to prolong strawberries shelf-life","2023","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166269696&doi=10.1016%2fj.foodcont.2023.109989&partnerID=40&md5=de7fd932129be45e7f45f23e53fb94d5","Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Department of Food and Pharmaceutical Engineering, School of Pharmacy, Nanjing Normal University, Nanjing, 210046, China; Institute of Plant Resources and Chemistry, Nanjing Research Institute for Comprehensive Utilization of Wild Plants, Nanjing, 210042, China; NICE Zhejiang Technology Co. Ltd., Hangzhou, 310051, China; Key Laboratory of Green Cleaning Technology & Detergent of Zhejiang Province, Lishui, 323000, China; Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing, 210029, China","Li Y., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Guo L., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Yi X., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Xu Q., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Zhang Q., Department of Food and Pharmaceutical Engineering, School of Pharmacy, Nanjing Normal University, Nanjing, 210046, China; Zhou Y., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Li X., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Chen B., Institute of Plant Resources and Chemistry, Nanjing Research Institute for Comprehensive Utilization of Wild Plants, Nanjing, 210042, China; Zhao N., Affiliated Hospital of Nanjing University of Chinese Medicine, Nanjing, 210029, China; Pan W., NICE Zhejiang Technology Co. Ltd., Hangzhou, 310051, China, Key Laboratory of Green Cleaning Technology & Detergent of Zhejiang Province, Lishui, 323000, China; He Y., NICE Zhejiang Technology Co. Ltd., Hangzhou, 310051, China, Key Laboratory of Green Cleaning Technology & Detergent of Zhejiang Province, Lishui, 323000, China; Cao P., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Pan Y., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China; Chen J., Department of Pharmacology, School of Pharmacy, Nanjing University of Chinese Medicine, Nanjing, 210023, China","2-s2.0-85166269696"
