"Authors","Author full names","Author(s) ID","Title","Year","Cited by","Link","Correspondence Address"
"Escamilla-García M.; Reyes-Basurto A.; García-Almendárez B.E.; Hernández-Hernández E.; Calderón-Domínguez G.; Rossi-Márquez G.; Regalado-González C.","Escamilla-García, Monserrat (55809241300); Reyes-Basurto, Andrea (57208110986); García-Almendárez, Blanca E. (7801345595); Hernández-Hernández, Elvia (37069101100); Calderón-Domínguez, Georgina (24174461000); Rossi-Márquez, Giovanna (35096481000); Regalado-González, Carlos (18040985700)","55809241300; 57208110986; 7801345595; 37069101100; 24174461000; 35096481000; 18040985700","Modified starch-chitosan edible films: Physicochemical and mechanical characterization","2017","27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055153276&doi=10.3390%2fcoatings7120224&partnerID=40&md5=1c6bf64ae79fa48bbeaf54871651c22b","C. Regalado-González; Facultad de Química, Departamento de Investigación y Posgrado en Alimentos, Universidad Autónoma de Querétaro, C.U., Col. Las Campanas, Querétaro, Cerro de las Campanas S/N, 76010, Mexico; email: regcarlos@gmail.com"
"Ye Y.; Zhu M.; Miao K.; Li X.; Li D.; Mu C.","Ye, Youxin (56975768400); Zhu, Mingjin (57194608094); Miao, Keyan (35206292900); Li, Xinying (54386925600); Li, Defu (57194614861); Mu, Changdao (7005915405)","56975768400; 57194608094; 35206292900; 54386925600; 57194614861; 7005915405","Development of Antimicrobial Gelatin-Based Edible Films by Incorporation of Trans-Anethole/β-Cyclodextrin Inclusion Complex","2017","33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025152881&doi=10.1007%2fs11947-017-1954-8&partnerID=40&md5=dc0ad08e0a0a82af4c33190190a58512","D. Li; Department of Pharmaceutics and Bioengineering, School of Chemical Engineering, Sichuan University, Chengdu, 610065, China; email: lidefu@scu.edu.cn"
"Zhang B.; Qing Y.; Wang X.; Zhao G.Q.; Hu G.H.; Song J.; Su F.X.","Zhang, Baigang (55991640100); Qing, Y’e (57197280583); Wang, Xueting (57141169400); Zhao, Guo Quan (57141294200); Hu, Guo Hong (57141378900); Song, Jilu (57141113100); Su, Feng Xian (57141679600)","55991640100; 57197280583; 57141169400; 57141294200; 57141378900; 57141113100; 57141679600","Preparation of edible films using extracts of orange peel","2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959240444&partnerID=40&md5=3aebd51ca2a6af2835fd09cd11076ea0",""
"Genskowsky E.; Puente L.A.; Pérez-Álvarez J.A.; Fernandez-Lopez J.; Muñoz L.A.; Viuda-Martos M.","Genskowsky, E. (56905428400); Puente, L.A. (57215832356); Pérez-Álvarez, J.A. (7004684713); Fernandez-Lopez, J. (35236747400); Muñoz, L.A. (57888489900); Viuda-Martos, M. (23468326500)","56905428400; 57215832356; 7004684713; 35236747400; 57888489900; 23468326500","Assessment of antibacterial and antioxidant properties of chitosan edible films incorporated with maqui berry (Aristotelia chilensis)","2015","173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944408307&doi=10.1016%2fj.lwt.2015.07.026&partnerID=40&md5=7c338e1a0a8f852ef791b41eee4d02f3","M. Viuda-Martos; IPOA Research Group (UMH-1 and REVIV-Generalitat Valenciana), AgroFood Technology Department, Escuela Politécnica Superior de Orihuela, Miguel Hernández University, Orihuela, Alicante, Spain; email: mviuda@umh.es"
"Jridi M.; Hajji S.; Ayed H.B.; Lassoued I.; Mbarek A.; Kammoun M.; Souissi N.; Nasri M.","Jridi, Mourad (37057344600); Hajji, Sawssan (55365929600); Ayed, Hanen Ben (56128345500); Lassoued, Imen (35237699400); Mbarek, Aïcha (55399261000); Kammoun, Maher (57198209178); Souissi, Nabil (6602765274); Nasri, Moncef (7004607719)","37057344600; 55365929600; 56128345500; 35237699400; 55399261000; 57198209178; 6602765274; 7004607719","Physical, structural, antioxidant and antimicrobial properties of gelatin-chitosan composite edible films","2014","242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898818843&doi=10.1016%2fj.ijbiomac.2014.03.054&partnerID=40&md5=e4d65c0dbd88999d9aa17cc80c34e0a2","M. Jridi; Laboratoire de Génie Enzymatique et de Microbiologie - Université de Sfax, Ecole Nationale d'Ingénieurs de Sfax, B.P. 1173, 3038 Sfax, Tunisia; email: jridimourad@gmail.com"
"Li Y.; Yokoyama W.; Wu J.; Ma J.; Zhong F.","Li, Yue (55898002300); Yokoyama, Wallace (7004807375); Wu, Jia (57008480200); Ma, Jianguo (56335483700); Zhong, Fang (23098548200)","55898002300; 7004807375; 57008480200; 56335483700; 23098548200","Properties of edible films based on pullulan-chitosan blended film-forming solutions at different pH","2015","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950335551&doi=10.1039%2fc5ra21876d&partnerID=40&md5=a81b3d40bbaf7332ae778d0db8588e68","F. Zhong; Key Laboratory of Food Colloids and Biotechnology, Ministry of Education, School of Food Science and Technology, Jiangnan University, Wuxi, 214122, China; email: fzhong@jiangnan.edu.cn"
"Ulbin-Figlewicz N.; Zimoch-Korzycka A.; Jarmoluk A.","Ulbin-Figlewicz, Natalia (55258509100); Zimoch-Korzycka, Anna (56305323500); Jarmoluk, Andrzej (7801321771)","55258509100; 56305323500; 7801321771","Antibacterial Activity and Physical Properties of Edible Chitosan Films Exposed to Low-pressure Plasma","2014","34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920260509&doi=10.1007%2fs11947-014-1379-6&partnerID=40&md5=0b92236dda2d1ab53aaa15679a458be9",""
"Erginkaya Z.; Kalkan S.; Ünal E.","Erginkaya, Zerrin (7801693106); Kalkan, Selin (57204511102); Ünal, Emel (55596337500)","7801693106; 57204511102; 55596337500","Use of antimicrobial edible films and coatings as packaging materials for food safety","2014","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966802378&doi=10.1007%2f978-1-4939-1378-7_10&partnerID=40&md5=b2c4fac9b6b567a510b69cf321f6a6e4","Z. Erginkaya; Faculty of Agriculture, Department of Food Engineering, Cukurova University, Adana, 01330, Turkey; email: zerriner@cu.edu.tr"
"Ma W.; Tang C.-H.; Yin S.-W.; Yang X.-Q.; Qi J.-R.","Ma, Wen (55250607900); Tang, Chuan-He (35197262700); Yin, Shou-Wei (21234441700); Yang, Xiao-Quan (7406499971); Qi, Jun-Ru (35100681800)","55250607900; 35197262700; 21234441700; 7406499971; 35100681800","Genipin-crosslinked gelatin films as controlled releasing carriers of lysozyme","2013","44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872402637&doi=10.1016%2fj.foodres.2012.12.039&partnerID=40&md5=738b5c6b0b517629da6a25943348f7a7","S.-W. Yin; Research and Development Center of Food Proteins, Department of Food Science and Technology, South China University of Technology, Guangzhou 510640, China; email: feysw@scut.edu.cn"
"Molinaro S.; Cruz-Romero M.; Sensidoni A.; Morris M.; Lagazio C.; Kerry J.P.","Molinaro, Stefano (55625995800); Cruz-Romero, Malco (6506632411); Sensidoni, Alessandro (6603721831); Morris, Michael (7402877987); Lagazio, Corrado (6602627004); Kerry, Joe P. (7006013768)","55625995800; 6506632411; 6603721831; 7402877987; 6602627004; 7006013768","Combination of high-pressure treatment, mild heating and holding time effects as a means of improving the barrier properties of gelatin-based packaging films using response surface modeling","2015","38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947023999&doi=10.1016%2fj.ifset.2015.05.005&partnerID=40&md5=1bcde4cc7051f018d49e8a176d070639",""
"Antoniou J.; Liu F.; Majeed H.; Qi J.; Yokoyama W.; Zhong F.","Antoniou, John (56400566200); Liu, Fei (57209050971); Majeed, Hamid (55318020400); Qi, Jing (57198485676); Yokoyama, Wallace (7004807375); Zhong, Fang (23098548200)","56400566200; 57209050971; 55318020400; 57198485676; 7004807375; 23098548200","Physicochemical and morphological properties of size-controlled chitosan-tripolyphosphate nanoparticles","2015","168","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910026371&doi=10.1016%2fj.colsurfa.2014.10.040&partnerID=40&md5=076817d9b809d938c2154f926500dbcd",""
"Singh T.P.; Chatli M.K.; Sahoo J.","Singh, Tarun Pal (56181948200); Chatli, Manish Kumar (35323794000); Sahoo, Jhari (6701354611)","56181948200; 35323794000; 6701354611","Development of chitosan based edible films: process optimization using response surface methodology","2015","93","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939415097&doi=10.1007%2fs13197-014-1318-6&partnerID=40&md5=efa99bb7412f08da05b2432ee9a27159",""
"Kowalczyk D.; Baraniak B.","Kowalczyk, Dariusz (56228715900); Baraniak, Barbara (24477094500)","56228715900; 24477094500","Effect of candelilla wax on functional properties of biopolymer emulsion films - A comparative study","2014","93","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899810543&doi=10.1016%2fj.foodhyd.2014.04.004&partnerID=40&md5=a37f47eb4c2cc6e1918e4e782c50afdc","D. Kowalczyk; Department of Biochemistry and Food Chemistry, University of Life Sciences in Lublin, 20-704 Lublin, Skromna 8, Poland; email: dariusz.kowalczyk@up.lublin.pl"
"Hromiš N.M.; Šojić B.V.; Škaljać S.B.; Lazić V.L.; Džinić N.R.; Šuput D.Z.; Popović S.Z.","Hromiš, Nevena M. (55821831100); Šojić, Branislav V. (55062274200); Škaljać, Snežana B. (55334580500); Lazić, Vera L. (13609022200); Džinić, Natalija R. (6507676036); Šuput, Danijela Z. (55058082700); Popović, Senka Z. (35273101800)","55821831100; 55062274200; 55334580500; 13609022200; 6507676036; 55058082700; 35273101800","Effect of chitosan-caraway coating on color stability and lipid oxidation of traditional dry fermented sausage","2013","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891777564&doi=10.2298%2fAPT1344057H&partnerID=40&md5=d6ebd6556fd43ccd0b481602c9a892c4","N.M. Hromiš; University of Novi Sad, Faculty of Technology Novi Sad, 21000 Novi Sad, Bulevar Cara Lazara 1, Serbia; email: nevenakrkic@gmail.com"
"Costa M.J.; Cerqueira M.A.; Ruiz H.A.; Fougnies C.; Richel A.; Vicente A.A.; Teixeira J.A.; Aguedo M.","Costa, Maria J. (56356517400); Cerqueira, Miguel A. (57203910389); Ruiz, Héctor A. (36618033800); Fougnies, Christian (6602228804); Richel, Aurore (6507155338); Vicente, António A. (57191601241); Teixeira, José A. (13402823200); Aguedo, Mario (6603106667)","56356517400; 57203910389; 36618033800; 6602228804; 6507155338; 57191601241; 13402823200; 6603106667","Use of wheat bran arabinoxylans in chitosan-based films: Effect on physicochemical properties","2015","62","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920964649&doi=10.1016%2fj.indcrop.2015.01.003&partnerID=40&md5=a23c7fea02cc22e6838583f21e345bed","M.J. Costa; Centre of Biological Engineering, University of Minho, Braga, Campus de Gualtar, 4710-057, Portugal; email: mariacosta@ceb.uminho.pt"
"Bonilla J.; Talón E.; Atarés L.; Vargas M.; Chiralt A.","Bonilla, J. (36902630800); Talón, E. (55746082000); Atarés, L. (25821852000); Vargas, M. (14039835700); Chiralt, A. (7006194463)","36902630800; 55746082000; 25821852000; 14039835700; 7006194463","Effect of the incorporation of antioxidants on physicochemical and antioxidant properties of wheat starch-chitosan films","2013","157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878128331&doi=10.1016%2fj.jfoodeng.2013.04.008&partnerID=40&md5=5d0f51e4cf126671342476d591980181","J. Bonilla; Instituto Universitario de Ingeniería de Alimentos Para El Desarrollo, Universitat Politècnica de València, 46022 Valencia, Camino de Vera, s/n, Spain; email: jeannine_bonilla@hotmail.com"
"Zhang Y.; Peng J.; Wang J.","Zhang, Yunbin (55384240100); Peng, Jun (55385762200); Wang, Jingwen (55671777600)","55384240100; 55385762200; 55671777600","Preparation and characterization of chitosan edible film","2013","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876897095&doi=10.4028%2fwww.scientific.net%2fAMM.291-294.778&partnerID=40&md5=5c0493a2ffcf1f8ff37714bcafb99678","Y. Zhang; School of Perfume and Aroma Technology, Shanghai Institute of Technology, Shanghai, China; email: ybzhang@sit.edu.cn"
"Kowalczyk D.; Kordowska-Wiater M.; Sołowiej B.; Baraniak B.","Kowalczyk, Dariusz (56228715900); Kordowska-Wiater, Monika (6506674644); Sołowiej, Bartosz (24475635600); Baraniak, Barbara (24477094500)","56228715900; 6506674644; 24475635600; 24477094500","Physicochemical and Antimicrobial Properties of Biopolymer-Candelilla Wax Emulsion Films Containing Potassium Sorbate – A Comparative Study","2015","31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925503502&doi=10.1007%2fs11947-014-1423-6&partnerID=40&md5=4ce31467598217a08ed31c11f5407cec",""
"","","","2013 2nd International Conference on Machine Design and Manufacturing Engineering, ICMDME 2013","2013","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885775070&partnerID=40&md5=3dc0fdea5219d05d157e5d7a86477177",""
"Nunes C.; Maricato É.; Gonçalves F.J.; da Silva J.A.L.; Rocha S.M.; Coimbra M.A.","Nunes, Cláudia (57220664585); Maricato, Élia (55386740700); Gonçalves, Fernando J. (57022361800); da Silva, José A. Lopes (7003516497); Rocha, Sílvia M. (7006653213); Coimbra, Manuel A. (57275602300)","57220664585; 55386740700; 57022361800; 7003516497; 7006653213; 57275602300","Properties of Chitosan-Genipin films grafted with phenolic compounds from red wine","2015","8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023634107&partnerID=40&md5=57e66c125e391d55219c83a019a601bd","C. Nunes; QOPNA, Department of Chemistry, University of Aveiro, Aveiro, 3810-193, Portugal; email: claudianunes@ua.pt"
"Zimoch-Korzycka A.; Rouilly A.; Bobak L.; Jarmoluk A.; Korzycki M.","Zimoch-Korzycka, Anna (56305323500); Rouilly, Antoine (57203575935); Bobak, Łukasz (44860925000); Jarmoluk, Andrzej (7801321771); Korzycki, Michał (55317039700)","56305323500; 57203575935; 44860925000; 7801321771; 55317039700","Chitosan and Cystatin/Lysozyme Preparation as Protective Edible Films Components","2015","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947460574&doi=10.1155%2f2015%2f139617&partnerID=40&md5=32c9258d00fb6f7adcb9abedcfb4ff7f","A. Zimoch-Korzycka; Department of Animal Products Technology and Quality Management, Faculty of Food Science, Wrocław University of Environmental and Life Sciences, Wrocław, 37/41 Chelmonskiego Street, 51-630, Poland; email: anna.zimoch@up.wroc.pl"
"Fernández-Pan I.; Maté J.I.; Gardrat C.; Coma V.","Fernández-Pan, I. (23479445300); Maté, J.I. (7006598616); Gardrat, C. (6506921068); Coma, V. (6701540576)","23479445300; 7006598616; 6506921068; 6701540576","Effect of chitosan molecular weight on the antimicrobial activity and release rate of carvacrol-enriched films","2015","113","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929619695&doi=10.1016%2fj.foodhyd.2015.04.033&partnerID=40&md5=fc337ebecd8406192adcd8a7619f833c",""
"Feng Q.; Hu F.; Qiu L.","Feng, Qianqian (55743720900); Hu, Fei (36150910600); Qiu, Liping (36621207600)","55743720900; 36150910600; 36621207600","Microstructure and characteristics of high-amylose corn starch-chitosan film as affected by composition","2013","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878026193&doi=10.1177%2f1082013212452474&partnerID=40&md5=6f36fa0ed3113647a854eaa9495568d4","Q. Feng; College of Light Industry and Food Science, South China University of Technology, Guangzhou 510640, China; email: fqqbessy@yahoo.cn"
"Araghi M.; Moslehi Z.; Nafchi A.M.; Mostahsan A.; Salamat N.; Garmakhany A.D.","Araghi, Maryam (57199732110); Moslehi, Zeinab (57203360881); Nafchi, Abdorreza Mohammadi (57205295763); Mostahsan, Amir (57203356814); Salamat, Nima (57203354451); Garmakhany, Amir Daraei (54580696200)","57199732110; 57203360881; 57205295763; 57203356814; 57203354451; 54580696200","Cold water fish gelatin modification by a natural phenolic cross-linker (ferulic acid and caffeic acid)","2015","57","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991435516&doi=10.1002%2ffsn3.230&partnerID=40&md5=a1ac25be977e7c5045c3a80702b864f3","A.D. Garmakhany; Department of Food Science and Technology, Toyserkan Faculty of Industrial Engineering, Bu-Ali Sina University, Toyserkan City, Beheshti Ave., Bahri Esfahani Ave, 6581869819, Iran; email: amirdaraey@yahoo.com"
"Wu H.; Lin B.; Wang S.; Lin H.","Wu, Hongwei (56813872500); Lin, Binbin (56814123000); Wang, Shaoyun (8449920600); Lin, Huaxiang (7405572441)","56813872500; 56814123000; 8449920600; 7405572441","A study on the preparation and characterization of poly-γ-glutamic acid/chitosan nanocomposite film","2015","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940668399&doi=10.16429%2fj.1009-7848.2015.06.011&partnerID=40&md5=bc05b52bedcc470de056665665df85d0",""
"Wang Y.-M.; Liu A.-J.; Li X.; Han Y.; Teng A.-G.; Wang L.-X.","Wang, Yue-Meng (56036071500); Liu, An-Jun (23111075100); Li, Xin (57775657600); Han, Yue (56114768800); Teng, An-Guo (55026861500); Wang, Li-Xia (55721302800)","56036071500; 23111075100; 57775657600; 56114768800; 55026861500; 55721302800","Effect of ginger essential oil on the physicochemical and antibacterial properties of a gelatin-calcium carbonate edible film","2015","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928239667&doi=10.13982%2fj.mfst.1673-9078.2015.2.011&partnerID=40&md5=ea0a154d069ddaadf674295a5dc8b402",""
"Lacroix M.; Vu K.D.","Lacroix, Monique (7101690873); Vu, Khanh Dang (25628773200)","7101690873; 25628773200","Edible Coating and Film Materials: Proteins","2013","74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902614793&doi=10.1016%2fB978-0-12-394601-0.00011-4&partnerID=40&md5=93d68e774101685abfc097508b384ee8",""
"Le T.; Maki H.; Takahashi K.; Okazaki E.; Osako K.","Le, Thuy (56591481200); Maki, Hiroki (55841588000); Takahashi, Kigen (57202066586); Okazaki, Emiko (8891103600); Osako, Kazufumi (6602995816)","56591481200; 55841588000; 57202066586; 8891103600; 6602995816","Properties of Gelatin Film from Horse Mackerel (Trachurus japonicus) Scale","2015","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927652332&doi=10.1111%2f1750-3841.12806&partnerID=40&md5=29da0f6664df4f45d71ad24c035ed928","K. Osako; Dept. of Food Science and Technology, Tokyo Univ. of Marine Science and Technology, Japan; email: osako@kaiyodai.ac.jp"
"Cheng S.-Y.; Wang B.-J.; Weng Y.-M.","Cheng, Siang-Ying (56576803900); Wang, Be-Jen (7405919347); Weng, Yih-Ming (7103321490)","56576803900; 7405919347; 7103321490","Antioxidant and antimicrobial edible zein/chitosan composite films fabricated by incorporation of phenolic compounds and dicarboxylic acids","2015","147","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928706044&doi=10.1016%2fj.lwt.2015.03.030&partnerID=40&md5=43935f09ea8ab16b0cb4552fff8389a4","Y.-M. Weng; Department of Food Science, National Chiayi University, 300 University Road, Chiayi, 60004, Taiwan; email: ymweng@mail.ncyu.edu.tw"
"Sanches-Silva A.; Costa D.; Albuquerque T.G.; Buonocore G.G.; Ramos F.; Castilho M.C.; Machado A.V.; Costa H.S.","Sanches-Silva, Ana (6507667222); Costa, Denise (7201884669); Albuquerque, Tânia G. (37019987600); Buonocore, Giovanna Giuliana (7006037757); Ramos, Fernando (57206903105); Castilho, Maria Conceição (6701923035); Machado, Ana Vera (7201480880); Costa, Helena S. (8590147900)","6507667222; 7201884669; 37019987600; 7006037757; 57206903105; 6701923035; 7201480880; 8590147900","Trends in the use of natural antioxidants in active food packaging: a review","2014","190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897422482&doi=10.1080%2f19440049.2013.879215&partnerID=40&md5=8112c6241231f6c50b154e4ef7c488aa","A. Sanches-Silva; Department of Food and Nutrition, National Institute of Health Dr. Ricardo Jorge, Lisbon, Portugal; email: ana.silva@insa.min-saude.pt"
"Kowalczyk D.","Kowalczyk, Dariusz (56228715900)","56228715900","Biopolymer/candelilla wax emulsion films as carriers of ascorbic acid - A comparative study","2015","28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939420958&doi=10.1016%2fj.foodhyd.2015.07.034&partnerID=40&md5=317beaa239f82f0964dffc64398d2c06","D. Kowalczyk; Department of Biochemistry and Food Chemistry, University of Life Sciences in Lublin, Lublin, Skromna 8, 20-704, Poland; email: dariusz.kowalczyk@up.lublin.pl"
"Santos T.M.; Souza Filho M.D.S.M.; Caceres C.A.; Rosa M.F.; Morais J.P.S.; Pinto A.M.B.; Azeredo H.M.C.","Santos, Talita M. (56010778100); Souza Filho, Men de Sá M. (56123099500); Caceres, Carlos Alberto (7101909858); Rosa, Morsyleide F. (57216640276); Morais, João Paulo S. (16638753300); Pinto, Alaídes M.B. (56009115400); Azeredo, Henriette M.C. (6506171108)","56010778100; 56123099500; 7101909858; 57216640276; 16638753300; 56009115400; 6506171108","Fish gelatin films as affected by cellulose whiskers and sonication","2014","84","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898945061&doi=10.1016%2fj.foodhyd.2014.04.001&partnerID=40&md5=58a5f123a76115c8d72e9d2e4f03de9d","H.M.C. Azeredo; Embrapa - Secretariat for International Affairs, Edifício Embrapa Sede, Prédio CECAT, Brasília, DF CEP 70770-901, Parque Estação Biológica, Av. W3 Norte, Brazil; email: henriette.azeredo@embrapa.br"
"Zhu D.; Liu H.; Li J.","Zhu, Danshi (55557075600); Liu, He (56185682800); Li, Jianrong (56098224200)","55557075600; 56185682800; 56098224200","The effects of chitosan/soy bean pectin complex edible coating and LDPE film on shelf-life qualities of western Liaoning jujube","2013","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878375982&partnerID=40&md5=f7901a2c4eb9a2bae3372fc624982f8a",""
"Ma W.; Tang C.-H.; Yang X.-Q.; Yin S.-W.","Ma, Wen (55250607900); Tang, Chuan-He (35197262700); Yang, Xiao-Quan (7406499971); Yin, Shou-Wei (21234441700)","55250607900; 35197262700; 7406499971; 21234441700","Fabrication and characterization of kidney bean (Phaseolus vulgaris L.) protein isolate-chitosan composite films at acidic pH","2013","43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872407563&doi=10.1016%2fj.foodhyd.2012.10.007&partnerID=40&md5=b9ef1feacbc5226ceaec5144df4f5b3b","S.-W. Yin; Research and Development Center of Food Proteins, Department of Food Science and Technology, South China University of Technology, Guangzhou 510640, China; email: feysw@scut.edu.cn"
"Andrade-Pizarro R.D.; Skurtys O.; Osorio-Lira F.","Andrade-Pizarro, Ricardo David (35321977200); Skurtys, Olivier (23096076900); Osorio-Lira, Fernando (57190294503)","35321977200; 23096076900; 57190294503","Effect of cellulose nanofibers concentration on mechanical, optical, and barrier properties of gelatin-based edible films; [Efecto de la concentración de nanofibras de celulosa sobre las propiedades mecánicas, ópticas y de barrera en películas comestibles de gelatina]","2015","21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937546650&doi=10.15446%2fdyna.v82n191.45296&partnerID=40&md5=e4f1de0fee16da36a6ec7e528352c8d9",""
"Sun X.; Wang Z.; Kadouh H.; Zhou K.","Sun, Xiuxiu (37075923500); Wang, Zhe (55441447500); Kadouh, Hoda (26221826200); Zhou, Kequan (7202915137)","37075923500; 55441447500; 26221826200; 7202915137","The antimicrobial, mechanical, physical and structural properties of chitosan-gallic acid films","2014","190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894280953&doi=10.1016%2fj.lwt.2013.11.037&partnerID=40&md5=dfb73e8556dc71e0bb8c0598ab0bd2ba","K. Zhou; Department of Nutrition and Food Science, Wayne State University, Detroit, MI 48202, United States; email: kzhou@wayne.edu"
"Yangilar F.","Yangilar, Filiz (36118511200)","36118511200","Chitosan/whey protein (CWP) edible films efficiency for controlling mould growth and on microbiological, chemical and sensory properties during storage of göbek kashar cheese","2015","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941659827&doi=10.5851%2fkosfa.2015.35.2.216&partnerID=40&md5=c44536530c9d6cb74ba8ef37b5c66ce1",""
"Araghi M.; Moslehi Z.","Araghi, M. (57199732110); Moslehi, Z. (57203360881)","57199732110; 57203360881","Chemical modification of cold water fish gelatin using natural phenolic cross-linker caffeic acid","2014","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911119550&partnerID=40&md5=e58ee731b932c8cd598df4ea60cc40f3",""
"Elsabee M.Z.","Elsabee, Maher Z. (7003985688)","7003985688","Chitosan-based edible films","2015","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946200001&doi=10.1007%2f978-3-319-16298-0_7&partnerID=40&md5=cab552c50795e5c48f84a1e9633c1daa",""
"Bhat R.; Karim A.A.","Bhat, Rajeev (8901277700); Karim, A.A. (57213570102)","8901277700; 57213570102","Towards producing novel fish gelatin films by combination treatments of ultraviolet radiation and sugars (ribose and lactose) as cross-linking agents","2014","36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904169404&doi=10.1007%2fs13197-012-0652-9&partnerID=40&md5=536929f7c8720c39cf016a41eea167d8","R. Bhat; Food Technology Division, School of Industrial Technology, Universiti Sains Malaysia, 11800 Minden-Penang, Malaysia; email: rajeevbhat1304@gmail.com"
"Silva-Weiss A.; Bifani V.; Ihl M.; Sobral P.J.A.; Gómez-Guillén M.C.","Silva-Weiss, A. (55546545500); Bifani, V. (6602963894); Ihl, M. (6602952950); Sobral, P.J.A. (35607315000); Gómez-Guillén, M.C. (7003611288)","55546545500; 6602963894; 6602952950; 35607315000; 7003611288","Structural properties of films and rheology of film-forming solutions based on chitosan and chitosan-starch blend enriched with murta leaf extract","2013","169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872000305&doi=10.1016%2fj.foodhyd.2012.11.028&partnerID=40&md5=9b68950b27dd5e120af67cd367cec1e0","A. Silva-Weiss; Doctoral Program in Science of Natural Resources, Scientific and Technological Bioresource Nucleus (BIOREN-UFRO), Universidad de La Frontera, Temuco, Av. Francisco Salazar 01145, P.O. Box 54-D, Chile; email: acsilva@ufro.cl"
"Poverenov E.; Rutenberg R.; Danino S.; Horev B.; Rodov V.","Poverenov, Elena (9940556900); Rutenberg, Roi (39162023700); Danino, Shani (55745711700); Horev, Batia (6506337749); Rodov, Victor (8225481500)","9940556900; 39162023700; 55745711700; 6506337749; 8225481500","Gelatin-Chitosan Composite Films and Edible Coatings to Enhance the Quality of Food Products: Layer-by-Layer vs. Blended Formulations","2014","61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911006314&doi=10.1007%2fs11947-014-1333-7&partnerID=40&md5=34a782e959f382ab272f5a092a6a8513",""
"Soukoulis C.; Behboudi-Jobbehdar S.; Yonekura L.; Parmenter C.; Fisk I.D.","Soukoulis, Christos (23568346000); Behboudi-Jobbehdar, Solmaz (55694515100); Yonekura, Lina (14833651800); Parmenter, Christopher (23052089300); Fisk, Ian D. (13806563400)","23568346000; 55694515100; 14833651800; 23052089300; 13806563400","Stability of Lactobacillus rhamnosus GG in prebiotic edible films","2014","92","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897454675&doi=10.1016%2fj.foodchem.2014.03.008&partnerID=40&md5=66dbecb4a49b081b289eb4f58fc1be78","I.D. Fisk; Division of Food Sciences, University of Nottingham, Sutton Bonington Campus, Loughborough LE12 5RD, Leicestershire, United Kingdom; email: Ian.Fisk@nottingham.ac.uk"
"Cheng Y.; Ding R.; Hua W.; Zhao Y.","Cheng, Yanling (55205981500); Ding, Rijia (24831646700); Hua, Wei (57206524152); Zhao, Youxi (56623522800)","55205981500; 24831646700; 57206524152; 56623522800","Edible composite films based on konjac glucomannan, chitosan and carboxymethyl cellulose sodium","2014","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907817988&partnerID=40&md5=33df8bdc4e26627c71d6e9147c71a320",""
