Chi,Gel,Gly,Pec,Sta,Oil,T(°C),%RH,t(h),TS,WVP,%E
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,101.2,100.1
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.499,0.0,0.3,0.0,0.0,0.0,21,54.0,48,121.0,66.3,4.51
1.4,0.0,0.0,0.0,0.0,0.0,22,62.0,25,36.85,78.88,21.36
1.0,0.0,1.25,0.0,0.0,0.0,25,57.0,12,38.85,28.87,53.19
1.972,0.0,1.775,0.0,0.0,0.0,25,45.0,12,5.33,0.03,27.64
0.919,0.0,0.579,0.0,0.46,0.0,60,50.0,18,13.63,57.8,75.2
0.92,0.0,0.387,0.0,0.92,0.0,60,54.0,18,33.36,92.2,100.3
0.793,1.189,0.991,0.0,0.0,0.0,24,33.0,72,23.82,0.24,12.03
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,8.2,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.981,0.0,0.0,0.0,0.0,0.0,25,60.0,12,86.0,92.0,6.0
1.0,0.0,0.0,0.0,0.0,0.0,22,50.0,26,23.87,9.21,4.58
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,8.85,7.68,145.68
1.0,0.0,0.2,0.0,0.0,2.927,21,57.0,24,36.3,66.69,42.8
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.922,0.0,0.194,0.0,0.922,0.0,60,60.0,18,39.23,92.0,8.9
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,1.38,0.0,60,50.0,18,33.36,80.6,50.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,81.7,100.1
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
1.0,0.0,0.2,0.0,0.0,2.13,21,57.0,24,94.8,25.4,15.9
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,22.56,7.68,15.91
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,43.8,81.7,100.1
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.87,81.7,100.1
1.0,0.0,0.0,0.0,0.0,0.0,22,50.0,26,23.87,9.21,4.58
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,2,9.25,13.0,9.3
1.0,0.0,0.2,0.0,0.0,0.976,21,57.0,24,121.3,66.69,23.7
0.0,3.886,0.777,0.0,0.0,1.409,30,53.0,24,6.7,11.0,51.0
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,92.2,100.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,49.4,94.7,100.4
0.0,0.984,0.992,0.0,0.0,0.0,24,55.0,72,21.01,11.55,18.98
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,44,54.1,9.65,4.2
1.0,0.0,0.2,0.0,0.0,1.499,21,57.0,24,6.5,9.65,4.2
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,127.0,72.5,8.51
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,39.86,94.7,50.3
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.786,1.179,0.982,0.0,0.0,1.0,24,33.0,72,13.7,0.81,12.7
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,50.83,81.7,100.8
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
1.0,0.0,0.2,0.0,0.0,0.0,30,57.0,24,55.0,66.69,5.7
0.998,0.0,0.3,0.0,0.0,3.0,25,54.0,48,22.0,92.2,1.7
2.0,0.0,0.0,0.0,0.0,0.55,26,0.0,72,14.41,0.63,5.46
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.0,0.0,0.2,0.0,0.0,1.519,21,57.0,24,71.2,25.4,15.9
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.23,0.387,0.0,1.38,0.0,60,50.0,18,33.36,80.6,50.3
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.79,1.185,0.987,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.75
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,34.46,87.5,21.5
0.793,1.189,0.991,0.0,0.92,0.0,60,33.0,18,34.82,0.24,101.35
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,9.65,30.2
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,2.92,7.68,145.68
1.496,0.0,0.3,0.0,0.0,0.0,2,54.0,336,398.0,0.27,7.72
0.24,0.5,1.26,0.0,0.0,3.742,21,58.0,24,27.4,7.68,32.79
0.919,0.23,0.579,0.0,0.46,0.0,60,50.0,18,13.63,96.1,71.0
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,27.83,0.63,4.86
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,3.23,7.68,63.39
0.981,0.0,0.0,0.0,0.0,0.5,25,60.0,48,68.0,92.0,6.0
0.998,0.0,0.2,0.0,0.0,0.0,30,53.0,24,45.0,17.0,5.7
1.0,0.0,0.0,0.0,0.0,0.0,22,57.0,46,55.83,92.29,4.58
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.0,0.0,0.2,0.0,0.0,1.247,21,53.0,24,94.8,25.0,15.9
1.0,0.0,0.75,0.0,0.0,0.0,40,75.0,141,15.8,29.53,39.9
0.981,0.0,0.0,0.0,0.0,0.0,25,60.0,168,309.0,92.0,6.0
0.0,0.984,0.992,0.0,0.0,0.0,24,53.0,72,6.01,15.0,18.98
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.132,0.402,1.302,0.162,0.0,0.0,25,58.0,12,6.25,7.68,27.28
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,63.19,42.8
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.85,81.7,100.1
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
1.0,0.0,0.2,0.0,0.0,0.495,21,57.0,24,42.4,66.69,32.7
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,120.0,10.8,8.51
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.36,81.7,100.3
0.0,0.984,0.992,0.0,0.0,0.55,24,55.0,72,14.01,11.55,18.98
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,2,54.0,336,398.0,0.27,7.72
0.0,0.984,0.982,0.0,0.0,1.0,24,55.0,72,13.7,11.55,12.7
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,39.89,81.7,100.8
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,81.7,100.1
0.792,1.188,0.99,0.0,0.0,0.0,24,33.0,72,25.16,0.27,12.33
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,627.5,92.27,4.2
0.0,3.975,0.795,0.0,0.0,0.0,30,53.0,24,45.0,8.0,6.4
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,31.0,13.0,9.3
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.0,0.387,0.0,0.922,0.0,60,50.0,18,39.23,101.2,50.3
0.92,0.0,0.387,0.0,0.46,0.0,60,50.0,18,78.87,101.2,100.4
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,39.45,81.7,100.1
0.919,0.459,0.579,0.0,1.378,0.0,60,50.0,18,26.4,60.8,80.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.0,26,0.0,72,6.01,0.54,5.46
0.998,0.0,0.0,0.0,0.0,0.0,25,60.0,48,58.0,130.2,7.0
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,351.0,72.5,8.51
1.0,0.0,0.2,0.0,0.0,0.976,21,57.0,24,121.3,44.56,40.2
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,32.85,92.2,100.1
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.459,0.0,60,50.0,18,16.71,57.8,100.2
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.922,0.23,0.194,0.0,0.0,1.09,26,50.0,72,13.92,101.7,11.33
1.0,0.0,0.2,0.0,0.0,,21,57.0,24,36.2,76.63,41.1
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,25.6,27.77,23.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.998,0.0,0.0,0.0,0.0,0.5,25,60.0,48,63.0,130.2,7.0
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.0,0.0,0.2,0.0,0.0,2.12,21,57.0,24,97.5,27.77,23.7
1.4,0.0,0.0,0.0,0.0,0.0,60,62.0,24,125.0,78.88,21.35
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.0,3.886,0.777,0.0,0.0,0.24,30,53.0,24,46.0,11.0,51.0
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,31.87,0.02,49.7
0.792,1.188,0.99,0.0,0.0,0.23,24,33.0,72,14.06,0.27,12.33
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.33,4.02
0.24,0.06,1.4,0.3,0.0,0.0,25,58.0,12,3.64,7.68,15.91
1.0,0.0,0.2,0.0,0.0,0.976,21,57.0,24,121.3,25.4,15.9
1.0,0.0,0.75,0.0,0.0,0.0,40,75.0,140,44.9,29.53,16.9
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.46,0.387,0.0,0.92,0.0,60,50.0,18,33.89,94.7,100.3
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,0.0,22,50.0,44,72.2,31.0,5.5
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,12,8.87,44.4,30.2
1.0,1.0,0.0,0.0,0.0,0.0,22,50.0,46,55.83,96.0,4.58
1.0,0.0,0.0,0.0,0.0,0.0,22,60.0,46,55.83,92.0,4.58
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.998,0.0,0.3,0.0,0.0,0.0,2,53.0,336,351.0,62.0,42.4
1.496,0.0,0.3,0.0,0.0,0.0,40,55.0,24,656.0,79.8,2.77
0.993,0.0,0.199,0.0,0.0,0.57,30,50.0,24,46.0,25.9,9.8
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.79,1.185,0.987,0.0,0.0,0.125,24,33.0,72,22.64,0.75,12.75
0.998,0.0,0.2,0.0,0.0,0.0,30,53.0,24,45.0,17.0,5.7
1.0,0.0,0.2,0.0,0.0,0.0,40,57.0,140,64.3,66.69,10.7
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.4,0.0,0.0,0.0,0.0,0.0,60,62.0,24,67.11,78.88,21.15
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,12,22.16,0.02,27.53
0.786,1.179,0.982,0.0,0.0,0.5,24,33.0,72,13.86,0.86,12.75
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.2,0.0,0.0,0.0,40,57.0,140,44.9,76.63,16.9
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,36,22.6,7.68,37.54
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.89,81.7,100.8
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,48,63.0,86.0,5.5
1.0,0.0,0.25,0.0,0.0,0.0,40,55.0,140,44.9,9.25,16.9
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.0,0.5,1.2,0.3,0.0,0.0,25,58.0,12,24.31,7.68,145.68
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.0,3.886,0.777,0.0,0.0,1.0,30,53.0,24,95.0,11.0,51.0
0.0,3.886,0.777,0.0,0.0,1.409,30,53.0,24,6.7,11.0,31.0
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,30.76,70.3,2.5
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,90.2,100.3
1.0,0.0,0.2,0.0,0.0,0.9,21,57.0,24,13.2,28.82,13.2
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,44.4,30.2
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,48,113.0,0.27,26.5
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,49.4,80.6,100.4
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,311.0,40.8,1.5
1.333,1.333,0.0,0.0,0.0,1.0,25,50.0,48,63.0,72.0,6.5
0.24,0.36,1.4,0.0,0.0,0.0,25,58.0,14,20.96,7.68,37.54
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
0.922,0.23,0.194,0.0,0.461,0.0,60,50.0,18,39.96,81.7,51.2
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,39.89,101.7,3.51
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,2,9.25,76.63,48.7
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,72.4,66.69,32.7
0.992,0.0,0.0,0.0,0.0,0.0,25,60.0,48,113.0,86.0,5.5
0.499,0.0,0.3,0.0,0.0,0.0,25,54.0,168,107.0,72.5,13.8
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.87,80.6,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.85,80.6,100.1
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.89,81.7,100.8
0.986,0.986,1.775,0.0,0.0,0.0,25,45.0,14,31.87,0.02,29.74
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,148,8.0,9.08,36.5
0.998,0.0,0.0,0.0,0.0,2.0,25,60.0,48,50.0,130.2,6.0
1.0,0.0,0.2,0.0,0.0,3.377,21,57.0,24,42.4,63.19,42.8
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.24,0.06,1.4,0.1,0.0,0.0,25,58.0,12,2.92,7.68,106.56
0.499,0.0,0.3,0.0,0.0,0.0,25,50.0,168,107.0,66.3,13.8
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,25.4,81.7,100.8
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,101.2,100.3
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.919,0.459,0.579,0.0,0.919,0.0,60,60.0,18,18.9,60.8,75.4
2.0,0.0,0.0,0.0,0.0,0.27,26,0.0,72,17.67,0.34,4.72
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,12,63.19,0.27,62.5
1.0,0.0,0.2,0.0,0.0,2.923,21,57.0,24,36.3,63.19,42.8
1.0,0.0,0.2,0.0,0.0,2.495,21,57.0,24,44.4,66.69,30.2
1.496,0.0,0.3,0.0,0.0,0.0,40,54.0,24,656.0,79.3,2.77
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,2,9.25,13.0,9.3
0.92,0.0,0.387,0.0,0.0,0.0,25,50.0,12,12.05,101.2,60.3
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
2.0,0.0,0.0,0.0,0.0,2.19,26,0.0,72,9.55,0.63,4.86
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,63.19,42.8
1.0,0.0,0.2,0.0,0.0,1.237,21,57.0,24,36.8,28.82,13.2
1.333,1.333,0.0,0.0,0.0,0.0,22,50.0,48,25.3,72.0,6.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,1.38,0.0,60,50.0,18,33.36,94.7,50.3
0.922,0.0,0.194,0.0,0.922,0.0,60,50.0,18,30.76,71.7,21.5
0.919,0.23,0.579,0.0,1.378,0.0,60,50.0,18,26.4,65.8,80.5
0.92,0.21,0.387,0.0,0.92,0.0,60,50.0,18,33.89,86.7,100.8
1.984,0.0,0.991,0.0,0.0,0.125,24,50.0,72,22.64,13.61,12.03
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,3.1,28.82,13.2
0.991,0.0,0.0,0.0,0.0,2.0,25,50.0,48,50.0,92.1,6.0
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
1.0,0.0,0.25,0.0,0.0,0.0,40,75.0,140,64.3,89.68,16.9
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.89,92.2,100.3
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,38.85,81.7,100.1
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,30.76,81.7,4.51
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
1.0,0.0,0.0,0.0,0.0,0.0,22,50.0,2,7.25,9.21,4.58
1.0,0.0,0.2,0.0,0.0,0.57,21,57.0,24,36.5,9.65,4.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.499,0.0,0.3,0.0,1.38,0.0,60,54.0,18,40.41,66.3,35.1
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
1.0,0.0,1.25,0.0,0.0,1.247,21,75.0,24,94.8,27.24,15.9
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.922,0.23,0.194,0.0,1.382,0.0,60,50.0,18,29.39,81.7,4.51
0.922,0.23,0.194,0.0,0.461,0.0,60,50.0,18,36.46,101.7,51.2
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.0,0.0,1.25,0.0,0.0,0.0,40,54.0,140,8.7,44.2,48.7
2.0,0.0,0.0,0.0,0.0,2.18,26,50.0,72,9.45,0.63,4.86
0.0,2.0,0.829,0.0,0.0,0.0,25,53.0,12,8.87,9.08,36.5
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,63.19,80.6,100.4
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,33.89,81.7,100.1
1.984,0.0,0.992,0.0,0.0,0.0,60,50.0,24,67.11,13.61,20.77
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,22.2,7.68,63.39
0.499,0.0,0.3,0.0,0.0,0.0,2,54.0,336,306.0,72.5,8.51
0.922,0.0,0.194,0.0,0.0,0.0,30,50.0,24,31.0,70.3,6.41
0.498,1.992,0.498,0.0,0.0,0.0,30,53.0,24,31.0,13.0,9.3
0.92,0.0,0.387,0.0,0.46,0.0,60,50.0,18,46.4,92.2,100.4
0.998,0.0,0.299,0.0,0.0,0.0,22,50.0,46,55.43,10.2,37.67
0.919,0.0,0.579,0.0,0.919,0.0,60,50.0,18,18.9,57.8,75.4
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,13.63,94.7,70.6
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.87,81.7,100.1
0.922,0.461,0.194,0.0,0.922,0.0,60,50.0,18,39.96,87.5,21.5
0.919,0.23,0.579,0.0,0.459,0.0,60,50.0,18,16.71,96.1,100.2
0.0,0.3,1.4,0.3,0.0,0.0,25,58.0,12,12.05,7.68,63.39
0.24,0.5,1.26,0.0,0.0,0.0,25,58.0,12,3.2,7.68,63.39
1.4,0.0,0.0,0.0,0.0,0.0,60,60.0,24,67.11,78.88,21.35
1.0,0.0,0.2,0.0,0.0,4.557,21,57.0,24,32.4,63.19,42.8
0.24,0.0,1.26,0.0,0.0,0.0,25,57.0,12,12.05,76.63,63.39
0.92,0.46,0.387,0.0,0.46,0.0,60,50.0,18,49.4,94.7,100.4
0.92,0.23,0.387,0.0,0.46,0.0,60,50.0,18,42.4,81.7,100.8
0.92,0.23,0.387,0.0,0.92,0.0,60,50.0,18,34.89,81.7,100.8
0.92,0.23,0.387,0.0,1.382,0.0,60,50.0,18,39.89,81.7,4.51
1.0,1.0,0.0,0.0,0.0,0.5,22,50.0,48,62.2,99.0,4.7
1.0,1.0,0.0,0.0,0.0,0.0,22,50.0,46,55.83,96.0,4.58
0.998,0.0,0.3,0.0,0.0,0.0,25,54.0,12,22.0,92.2,15.5
1.0,0.0,0.2,0.0,0.0,3.927,21,57.0,24,86.3,63.19,42.8
1.0,0.0,0.2,0.0,0.0,2.377,21,57.0,24,38.2,27.77,23.7
1.496,0.0,0.3,0.0,0.0,0.0,25,54.0,168,309.0,0.27,26.5
0.92,0.0,0.387,0.0,0.92,0.0,60,50.0,18,33.36,92.2,100.3
0.998,0.0,0.299,0.0,0.0,1.09,2,50.0,72,13.92,10.2,37.67
0.919,0.459,0.579,0.0,0.919,0.0,60,50.0,18,28.83,60.8,110.7
1.0,0.0,0.2,0.0,0.0,0.0,21,57.0,24,627.5,9.69,4.2
1.4,0.0,0.0,0.0,0.0,0.0,22,62.0,48,57.6,78.88,6.5
2.0,0.0,0.0,0.0,0.0,1.18,26,0.0,72,9.45,0.63,4.86
0.1,0.5,1.4,0.0,0.0,0.0,25,58.0,12,42.9,7.68,72.26
0.998,0.0,0.3,0.0,0.0,0.0,40,54.0,24,231.0,92.2,1.5
